project_id,attendance,study_hours,previous_performance,task_completion,pending_tasks,missed_deadlines,milestone_completion,days_remaining,team_size,project_type,planned_tasks,completed_tasks,project_progress,delay_risk
PROJ-2265,57.9,5.5,40.8,50.0,6,3,30.0,44,6,Research,12,6,33.5,HIGH
PROJ-2266,64.5,10.1,68.0,44.8,16,2,20.2,20,6,Research,29,13,34.3,HIGH
PROJ-2267,58.1,4.2,51.2,40.0,6,4,2.6,44,7,IoT,10,4,20.9,HIGH
PROJ-2268,84.8,22.8,71.4,75.0,3,1,80.3,37,5,Mobile,12,9,65.3,LOW
PROJ-2269,61.2,7.7,62.6,21.1,15,4,32.9,3,2,IoT,19,4,18.4,HIGH
PROJ-2270,59.5,7.6,66.0,28.6,15,2,41.7,1,5,Mobile,21,6,77.7,MEDIUM
PROJ-2271,78.4,22.9,64.9,70.8,7,0,95.5,52,6,Research,24,17,68.5,LOW
PROJ-2272,77.3,13.1,82.8,66.7,3,6,47.3,1,2,IoT,9,6,46.4,MEDIUM
PROJ-2273,79.0,14.6,83.8,50.0,10,1,43.3,42,4,AI,20,10,54.8,MEDIUM
PROJ-2274,51.5,5.2,39.4,17.2,24,5,11.6,51,3,AI,29,5,7.0,HIGH
PROJ-2275,76.2,13.1,74.1,66.7,5,2,76.4,76,1,Mobile,15,10,48.7,LOW
PROJ-2276,81.7,35.7,50.7,87.0,3,2,70.6,26,6,AI,23,20,65.3,LOW
PROJ-2277,,10.7,63.0,30.8,9,4,65.7,44,4,Mobile,13,4,42.7,MEDIUM
PROJ-2278,55.6,6.0,45.6,0.0,17,7,14.0,14,3,Mobile,17,0,11.1,HIGH
PROJ-2279,90.3,24.7,82.5,65.4,9,2,91.6,90,5,Web,26,17,77.8,LOW
PROJ-2280,77.1,19.9,68.7,35.3,11,3,13.7,33,2,Mobile,17,6,45.0,MEDIUM
PROJ-2281,81.5,15.7,52.9,86.4,3,2,75.7,69,3,Research,22,19,70.4,LOW
PROJ-2282,49.9,13.9,38.5,29.2,17,2,0.0,9,6,Research,24,7,4.8,HIGH
PROJ-2283,77.8,15.9,94.7,66.7,4,2,40.7,39,3,Research,12,8,,LOW
PROJ-2284,68.2,19.4,84.4,63.2,7,1,71.8,19,1,Web,19,12,92.6,LOW
PROJ-2285,96.1,18.5,54.7,80.0,1,1,55.8,30,6,AI,5,4,85.7,LOW
PROJ-2286,72.5,11.5,79.7,37.0,17,1,22.8,90,6,IoT,27,10,56.6,MEDIUM
PROJ-2287,82.5,18.9,55.8,63.6,8,1,100.0,53,3,Mobile,22,14,78.9,LOW
PROJ-2288,97.3,19.6,58.0,100.0,0,0,92.6,84,1,IoT,26,26,62.3,LOW
PROJ-2289,51.3,1.0,49.7,23.1,20,7,32.2,23,3,Web,26,6,49.5,HIGH
PROJ-2290,91.8,18.4,62.7,60.0,4,6,52.2,9,7,Research,10,6,36.9,MEDIUM
PROJ-2291,93.6,24.8,48.7,88.2,2,0,83.1,25,5,Web,17,15,92.0,LOW
PROJ-2292,76.2,4.5,72.7,60.0,2,3,64.7,6,5,IoT,5,3,50.4,MEDIUM
PROJ-2293,35.5,4.7,37.1,22.2,14,4,24.3,39,6,Mobile,18,4,11.3,HIGH
PROJ-2294,63.6,,40.8,13.3,13,5,16.0,32,1,IoT,15,2,52.2,HIGH
PROJ-2295,89.3,16.3,83.4,65.0,7,1,31.2,40,3,IoT,20,13,71.9,LOW
PROJ-2296,53.4,10.7,70.5,33.3,4,5,12.0,2,5,Web,6,2,28.5,HIGH
PROJ-2297,90.2,19.8,60.8,84.6,4,3,74.5,59,5,Web,26,22,36.5,LOW
PROJ-2298,80.0,12.0,80.1,59.1,9,0,69.3,41,7,AI,22,13,85.9,LOW
PROJ-2299,64.9,20.6,69.2,44.0,14,2,42.1,76,1,AI,25,11,43.8,MEDIUM
PROJ-2300,67.3,16.5,65.7,30.0,7,8,52.0,6,2,Mobile,10,3,33.9,HIGH
PROJ-2301,94.6,12.4,59.7,11.8,15,2,33.9,38,3,Mobile,17,2,37.7,HIGH
PROJ-2302,83.5,11.6,40.9,52.6,9,4,39.7,50,5,Research,19,10,56.0,MEDIUM
PROJ-2303,50.5,6.7,39.1,40.0,3,1,28.9,28,6,Research,5,2,31.4,HIGH
PROJ-2304,67.1,4.8,58.7,0.0,10,4,,1,1,Web,10,0,30.0,HIGH
PROJ-2305,73.8,4.7,29.0,57.1,6,7,46.1,4,5,Mobile,14,8,28.2,HIGH
PROJ-2306,51.5,17.7,39.0,60.0,6,2,38.1,54,5,Web,15,9,48.0,MEDIUM
PROJ-2307,78.6,24.2,77.5,72.4,8,1,66.6,52,4,IoT,29,21,74.5,LOW
PROJ-2308,66.9,8.9,63.7,16.7,5,6,25.8,25,7,Research,6,1,14.2,HIGH
PROJ-2309,82.7,20.3,72.3,51.9,13,0,81.0,44,3,Research,27,14,72.5,LOW
PROJ-2310,76.7,14.3,67.3,0.0,5,4,25.6,43,1,Web,5,0,54.3,HIGH
PROJ-2311,69.6,3.9,50.4,18.2,18,5,27.4,9,6,IoT,22,4,26.5,HIGH
PROJ-2312,85.8,13.1,64.3,56.2,7,3,57.1,20,6,Research,16,9,88.0,MEDIUM
PROJ-2313,79.4,13.6,81.5,60.0,2,1,28.4,48,5,IoT,5,3,55.7,MEDIUM
PROJ-2314,85.2,9.5,50.7,37.0,17,5,34.5,18,3,AI,27,10,7.5,HIGH
PROJ-2315,76.3,10.1,65.8,39.1,14,0,31.9,26,5,Research,23,9,,MEDIUM
PROJ-2316,78.1,11.9,67.0,37.0,17,5,18.7,20,2,AI,27,10,20.6,HIGH
PROJ-2317,60.1,15.8,81.1,40.0,12,0,45.6,41,7,Web,20,8,54.0,MEDIUM
PROJ-2318,71.7,24.7,73.7,94.4,1,0,76.9,33,5,Web,18,17,65.0,LOW
PROJ-2319,87.8,,81.5,64.7,6,0,,78,6,Mobile,17,11,48.9,LOW
PROJ-2320,59.7,14.5,47.7,51.7,14,3,,7,2,AI,29,15,34.8,HIGH
PROJ-2321,58.6,14.6,63.5,33.3,18,1,52.4,37,1,Mobile,27,9,42.9,MEDIUM
PROJ-2322,61.5,21.9,51.3,53.8,12,2,69.8,39,1,IoT,26,14,30.7,MEDIUM
PROJ-2323,68.7,,45.3,50.0,5,3,52.1,21,5,Research,10,5,40.9,MEDIUM
PROJ-2324,80.5,10.7,69.8,53.8,6,4,,18,1,AI,13,7,31.0,MEDIUM
PROJ-2325,81.2,13.8,73.0,42.9,8,0,56.6,61,3,Research,14,6,84.1,LOW
PROJ-2326,76.7,9.0,52.4,25.0,15,4,41.5,36,5,IoT,20,5,34.4,HIGH
PROJ-2327,59.2,11.9,39.5,33.3,14,3,15.1,21,1,Mobile,21,7,19.1,HIGH
PROJ-2328,100.0,24.1,77.8,52.4,10,1,68.6,34,1,Web,21,11,19.6,MEDIUM
PROJ-2329,63.9,8.4,60.9,44.4,5,4,16.8,36,3,Research,9,4,29.6,HIGH
PROJ-2330,80.4,13.3,55.1,42.9,12,4,20.5,6,6,IoT,21,9,47.1,HIGH
PROJ-2331,59.9,3.5,47.4,37.0,17,4,15.9,42,1,AI,27,10,10.0,HIGH
PROJ-2332,62.6,11.0,54.9,4.3,22,6,51.5,42,2,AI,23,1,34.9,HIGH
PROJ-2333,97.5,25.9,92.2,75.0,2,1,,36,7,Research,8,6,62.5,LOW
PROJ-2334,72.8,14.0,74.6,68.0,8,2,71.2,44,5,Web,25,17,61.2,LOW
PROJ-2335,56.9,14.3,51.9,28.6,5,1,67.7,26,1,IoT,7,2,44.9,MEDIUM
PROJ-2336,36.0,5.5,30.1,38.5,16,1,20.6,16,4,Mobile,26,10,35.8,HIGH
PROJ-2337,81.1,18.4,59.6,16.7,5,3,64.5,41,4,AI,6,1,58.5,MEDIUM
PROJ-2338,54.3,6.0,51.0,14.3,12,3,17.6,29,3,Web,14,2,32.8,HIGH
PROJ-2339,71.8,7.1,78.4,53.8,6,1,87.0,36,3,AI,13,7,55.1,LOW
PROJ-2340,47.1,,64.2,36.4,7,3,43.5,19,1,AI,11,4,41.0,HIGH
PROJ-2341,100.0,22.9,54.1,64.0,9,2,64.5,66,2,Research,25,16,,MEDIUM
PROJ-2342,47.4,20.8,45.7,50.0,10,2,67.9,24,7,Web,20,10,45.9,MEDIUM
PROJ-2343,81.5,18.8,78.9,78.6,6,1,63.5,83,3,Mobile,28,22,51.5,LOW
PROJ-2344,62.5,15.1,67.7,31.6,13,0,28.6,10,2,IoT,19,6,75.7,MEDIUM
PROJ-2345,53.0,7.0,35.0,22.2,7,6,19.6,34,1,AI,9,2,6.7,HIGH
PROJ-2346,91.6,21.7,66.6,95.2,1,0,73.1,34,6,Web,21,20,56.0,LOW
PROJ-2347,,12.5,76.8,38.5,8,4,61.0,20,1,Research,13,5,25.6,MEDIUM
PROJ-2348,53.9,1.0,91.7,33.3,8,5,36.3,16,1,Web,12,4,31.4,HIGH
PROJ-2349,80.1,19.2,47.3,25.0,15,4,71.4,2,6,IoT,20,5,30.4,MEDIUM
PROJ-2350,59.0,14.5,38.2,28.6,20,3,25.9,28,1,AI,28,8,44.8,HIGH
PROJ-2351,86.2,20.7,48.4,80.0,3,3,100.0,39,1,Research,15,12,53.4,LOW
PROJ-2352,57.6,16.5,50.1,0.0,9,8,1.2,27,7,Web,9,0,61.0,HIGH
PROJ-2353,72.6,21.1,77.5,80.0,3,1,84.0,48,5,IoT,15,12,62.2,LOW
PROJ-2354,79.5,32.5,89.3,88.9,1,0,58.3,6,1,Web,9,8,82.2,LOW
PROJ-2355,53.6,8.5,65.1,22.2,7,3,32.6,20,5,AI,9,2,30.3,HIGH
PROJ-2356,85.3,18.0,79.2,54.5,10,1,62.8,50,7,Web,22,12,29.8,LOW
PROJ-2357,54.3,9.1,68.5,25.0,18,1,40.2,35,3,Research,24,6,9.0,HIGH
PROJ-2358,40.3,2.5,36.6,21.1,15,4,,1,5,AI,19,4,31.1,HIGH
PROJ-2359,65.8,11.6,,50.0,4,2,50.0,31,3,Mobile,8,4,44.9,MEDIUM
PROJ-2360,50.3,9.0,62.0,36.4,14,2,54.3,42,5,IoT,22,8,81.3,MEDIUM
PROJ-2361,64.6,,62.5,55.6,8,5,67.9,22,7,Research,18,10,54.3,MEDIUM
PROJ-2362,65.9,29.8,75.2,70.0,3,2,57.7,26,1,Mobile,10,7,75.3,LOW
PROJ-2363,92.1,10.4,75.1,52.9,8,2,66.6,27,2,Research,17,9,40.7,LOW
PROJ-2364,61.4,13.2,30.5,33.3,14,5,43.2,25,5,AI,21,7,27.0,HIGH
PROJ-2365,79.5,13.4,46.8,56.5,10,2,56.3,36,7,Research,23,13,,MEDIUM
PROJ-2366,85.3,23.9,51.1,66.7,2,0,94.4,45,5,Research,6,4,63.0,LOW
PROJ-2367,79.0,21.8,62.5,85.2,4,0,78.5,33,1,Research,27,23,65.2,LOW
PROJ-2368,88.4,12.1,63.4,57.1,9,0,83.1,57,1,AI,21,12,92.9,LOW
PROJ-2369,79.0,21.0,75.4,69.2,4,3,49.8,49,6,IoT,13,9,74.7,LOW
PROJ-2370,70.7,23.5,89.8,63.2,7,2,85.3,34,5,IoT,19,12,78.1,LOW
PROJ-2371,85.5,21.8,60.7,90.0,1,1,31.5,42,6,AI,10,9,66.4,LOW
PROJ-2372,98.1,29.4,81.0,57.1,3,2,47.0,56,6,Web,7,4,37.4,LOW
PROJ-2373,70.4,7.4,69.5,66.7,8,4,30.9,48,6,Research,24,16,40.2,HIGH
PROJ-2374,73.8,12.4,67.5,41.2,10,2,69.3,2,5,Mobile,17,7,64.3,MEDIUM
PROJ-2375,68.4,15.0,57.0,53.8,12,4,34.6,28,6,Research,26,14,40.6,MEDIUM
PROJ-2376,64.3,4.3,77.7,27.6,21,7,16.0,39,2,Mobile,29,8,40.2,HIGH
PROJ-2377,91.8,27.9,60.9,66.7,5,2,74.7,30,6,AI,15,10,78.9,LOW
PROJ-2378,70.7,3.2,89.1,57.1,6,4,49.9,61,5,Research,14,8,37.9,MEDIUM
PROJ-2379,58.8,2.0,41.9,33.3,10,2,58.3,68,7,IoT,15,5,31.1,MEDIUM
PROJ-2380,69.2,10.6,46.2,25.0,18,2,29.4,48,1,IoT,24,6,56.6,MEDIUM
PROJ-2381,20.7,9.6,47.0,0.0,10,7,35.4,6,6,AI,10,0,26.8,HIGH
PROJ-2382,97.0,19.6,58.3,60.0,10,1,89.3,26,5,Web,25,15,82.3,LOW
PROJ-2383,62.3,7.9,34.9,59.3,11,3,30.2,30,7,Mobile,27,16,59.0,MEDIUM
PROJ-2384,76.8,14.1,43.0,37.5,15,3,68.8,35,7,Mobile,24,9,36.7,MEDIUM
PROJ-2385,55.2,8.3,48.0,47.1,9,4,62.0,49,6,IoT,17,8,68.3,MEDIUM
PROJ-2386,69.2,30.9,86.3,40.0,3,1,87.7,69,4,Mobile,5,2,61.9,LOW
PROJ-2387,78.5,25.2,60.7,83.3,1,2,74.2,66,7,IoT,6,5,100.0,LOW
PROJ-2388,81.3,22.5,64.0,60.0,2,0,63.5,17,4,Research,5,3,68.6,LOW
PROJ-2389,97.6,7.6,73.2,44.0,14,3,72.1,66,3,Mobile,25,11,50.4,MEDIUM
PROJ-2390,82.8,17.7,53.3,47.6,11,3,45.8,52,4,Research,21,10,68.6,MEDIUM
PROJ-2391,64.2,15.5,38.7,50.0,8,1,27.5,12,6,AI,16,8,63.7,MEDIUM
PROJ-2392,64.8,1.0,59.6,22.7,17,4,21.3,42,6,AI,22,5,31.8,HIGH
PROJ-2393,80.2,,49.2,63.0,10,1,54.1,57,1,Web,27,17,39.0,MEDIUM
PROJ-2394,47.5,10.9,49.6,23.5,13,7,18.5,48,6,Mobile,17,4,27.9,HIGH
PROJ-2395,55.5,15.1,63.2,33.3,18,4,17.3,18,6,AI,27,9,0.0,HIGH
PROJ-2396,44.7,8.5,73.7,20.0,4,3,39.3,27,1,Research,5,1,25.9,HIGH
PROJ-2397,82.6,4.8,65.0,46.7,8,1,98.9,68,6,Web,15,7,56.3,LOW
PROJ-2398,49.1,10.2,50.4,37.0,17,4,31.0,36,6,IoT,27,10,35.4,HIGH
PROJ-2399,75.0,22.4,83.3,50.0,3,6,26.7,67,4,Mobile,6,3,46.9,MEDIUM
PROJ-2400,86.1,17.1,51.8,50.0,12,2,70.1,19,6,Web,24,12,48.8,MEDIUM
PROJ-2401,63.5,9.7,32.3,41.2,10,3,23.1,17,2,AI,17,7,33.2,HIGH
PROJ-2402,92.0,15.6,71.8,80.0,5,1,69.0,74,4,Web,25,20,59.1,LOW
PROJ-2403,61.6,2.9,84.2,40.0,3,2,63.4,28,5,AI,5,2,56.8,MEDIUM
PROJ-2404,69.5,14.0,67.9,93.8,1,4,75.3,56,1,Mobile,16,15,58.0,LOW
PROJ-2405,98.3,19.7,89.2,42.9,4,0,47.3,47,5,Web,7,3,61.9,LOW
PROJ-2406,77.2,3.1,29.6,18.8,13,5,65.8,51,5,Mobile,16,3,13.3,HIGH
PROJ-2407,74.0,5.8,34.5,37.5,5,4,39.5,13,5,AI,8,3,34.6,HIGH
PROJ-2408,86.2,1.0,54.4,64.3,5,2,62.6,1,6,IoT,14,9,44.3,MEDIUM
PROJ-2409,71.4,3.2,67.8,25.0,15,2,53.8,21,6,AI,20,5,57.4,MEDIUM
PROJ-2410,67.4,22.1,71.7,60.9,9,2,79.2,31,6,Mobile,23,14,78.0,LOW
PROJ-2411,67.9,7.4,44.4,34.6,17,5,45.3,12,2,AI,26,9,40.5,HIGH
PROJ-2412,100.0,28.6,,26.7,11,0,35.5,41,6,Research,15,4,35.4,MEDIUM
PROJ-2413,90.1,14.4,49.4,60.0,6,0,47.4,69,4,Mobile,15,9,36.9,LOW
PROJ-2414,89.7,24.7,57.6,66.7,8,4,45.9,38,6,Research,24,16,65.7,MEDIUM
PROJ-2415,82.6,18.8,90.8,70.6,5,1,61.4,42,5,AI,17,12,100.0,LOW
PROJ-2416,69.7,18.0,89.1,57.1,12,0,67.3,38,7,Mobile,28,16,,LOW
PROJ-2417,57.9,6.0,81.8,45.0,11,7,42.1,74,4,Research,20,9,33.9,MEDIUM
PROJ-2418,46.4,5.9,54.9,17.4,19,3,35.7,22,2,IoT,23,4,24.0,HIGH
PROJ-2419,70.5,9.9,51.1,73.3,4,4,40.1,41,1,IoT,15,11,68.0,MEDIUM
PROJ-2420,84.9,20.5,83.5,28.6,5,2,70.1,38,3,Mobile,7,2,30.1,MEDIUM
PROJ-2421,79.7,14.1,,27.3,8,3,52.6,47,1,Web,11,3,36.2,MEDIUM
PROJ-2422,70.5,17.5,50.5,40.9,13,4,48.9,36,4,Mobile,22,9,32.8,MEDIUM
PROJ-2423,61.6,18.6,63.2,26.3,14,2,75.0,20,4,Web,19,5,46.1,MEDIUM
PROJ-2424,82.3,11.0,45.3,27.3,8,5,29.8,41,7,Mobile,11,3,16.8,HIGH
PROJ-2425,55.0,3.0,72.1,35.7,9,4,45.0,15,3,Research,14,5,19.1,HIGH
PROJ-2426,89.0,15.4,69.0,48.1,14,2,43.3,51,2,Research,27,13,49.2,LOW
PROJ-2427,80.7,12.2,49.9,43.8,9,2,71.8,4,3,Research,16,7,27.6,MEDIUM
PROJ-2428,76.9,19.4,73.2,40.0,3,0,40.8,57,2,IoT,5,2,81.2,LOW
PROJ-2429,66.8,8.1,68.8,16.7,5,6,32.9,19,5,AI,6,1,5.6,HIGH
PROJ-2430,,7.0,78.2,25.0,15,1,55.3,20,5,Research,20,5,22.1,MEDIUM
PROJ-2431,56.3,9.6,14.7,16.0,21,2,41.2,13,5,Web,25,4,28.7,HIGH
PROJ-2432,53.2,22.2,57.8,33.3,10,4,29.6,28,6,Web,15,5,32.8,MEDIUM
PROJ-2433,97.3,19.2,74.9,85.7,1,1,94.5,61,3,AI,7,6,69.5,LOW
PROJ-2434,63.3,21.5,77.1,16.7,5,4,80.6,29,7,IoT,6,1,50.2,MEDIUM
PROJ-2435,79.6,18.5,83.9,77.3,5,0,64.1,58,3,Web,22,17,73.4,LOW
PROJ-2436,,9.4,44.2,21.4,22,2,26.4,31,2,Web,28,6,30.2,HIGH
PROJ-2437,97.3,13.3,59.1,40.0,6,7,69.0,20,2,IoT,10,4,36.5,MEDIUM
PROJ-2438,79.7,8.5,47.7,60.0,6,3,43.2,5,5,Web,15,9,18.0,MEDIUM
PROJ-2439,84.6,19.1,78.6,57.1,6,0,76.7,76,1,IoT,14,8,55.1,LOW
PROJ-2440,82.7,24.4,80.1,84.0,4,0,46.4,20,1,Research,25,21,65.1,LOW
PROJ-2441,59.2,8.2,68.5,35.7,9,4,31.4,23,1,Mobile,14,5,36.0,MEDIUM
PROJ-2442,78.5,20.5,71.7,57.1,3,0,64.3,83,4,AI,7,4,94.5,LOW
PROJ-2443,63.6,6.6,53.6,62.5,6,0,45.8,64,7,Research,16,10,17.2,MEDIUM
PROJ-2444,79.0,22.1,44.6,38.5,16,1,57.6,18,4,Mobile,26,10,32.2,MEDIUM
PROJ-2445,47.3,7.5,25.4,20.0,4,5,25.6,27,2,Research,5,1,22.1,HIGH
PROJ-2446,50.0,1.9,39.6,0.0,5,4,22.6,26,4,IoT,5,0,37.8,HIGH
PROJ-2447,56.8,21.9,63.3,50.0,6,3,47.0,1,6,IoT,12,6,52.0,MEDIUM
PROJ-2448,100.0,13.3,69.6,63.0,10,0,59.8,43,5,Research,27,17,72.5,LOW
PROJ-2449,93.6,22.7,80.0,75.9,7,0,87.4,58,1,Research,29,22,72.7,LOW
PROJ-2450,85.3,15.5,83.0,50.0,4,1,58.7,52,1,AI,8,4,51.4,LOW
PROJ-2451,85.1,19.5,,50.0,6,0,84.5,57,6,AI,12,6,69.4,LOW
PROJ-2452,49.7,8.0,57.8,33.3,12,2,58.0,13,1,Web,18,6,59.8,MEDIUM
PROJ-2453,97.9,16.2,77.1,71.4,2,1,62.5,70,5,Research,7,5,,LOW
PROJ-2454,75.0,23.0,74.9,85.7,4,1,83.0,44,2,IoT,28,24,,LOW
PROJ-2455,91.5,23.8,72.9,73.3,4,1,53.6,89,2,Research,15,11,87.4,LOW
PROJ-2456,67.8,19.1,67.9,16.7,5,1,44.4,57,7,AI,6,1,62.3,MEDIUM
PROJ-2457,77.6,21.4,87.4,66.7,7,1,66.2,62,5,Mobile,21,14,85.9,LOW
PROJ-2458,100.0,35.9,80.1,75.9,7,3,57.5,65,2,Mobile,29,22,71.4,LOW
PROJ-2459,80.0,21.5,62.4,20.0,16,1,47.0,38,6,Research,20,4,22.0,MEDIUM
PROJ-2460,72.2,,71.2,84.0,4,0,81.7,57,4,Mobile,25,21,,LOW
PROJ-2461,46.5,5.1,50.5,35.7,9,3,3.5,10,1,Mobile,14,5,28.5,HIGH
PROJ-2462,60.0,15.7,70.1,58.3,5,7,75.5,2,4,Mobile,12,7,58.7,MEDIUM
PROJ-2463,60.7,8.9,36.5,0.0,6,3,58.0,39,3,Research,6,0,23.2,HIGH
PROJ-2464,56.7,6.2,47.0,66.7,4,0,34.3,35,1,Web,12,8,45.2,MEDIUM
PROJ-2465,81.7,10.9,63.6,76.9,3,1,49.7,39,6,IoT,13,10,93.7,LOW
PROJ-2466,90.5,8.6,54.1,18.2,9,2,38.1,56,7,Research,11,2,60.8,HIGH
PROJ-2467,85.1,9.2,86.4,44.0,14,3,61.2,39,6,Mobile,25,11,35.0,MEDIUM
PROJ-2468,55.9,10.0,41.4,42.1,11,0,46.1,29,7,Web,19,8,43.2,HIGH
PROJ-2469,78.1,11.0,62.6,58.8,7,2,67.7,46,7,Mobile,17,10,50.5,MEDIUM
PROJ-2470,59.7,13.0,44.7,11.1,24,2,,1,3,Mobile,27,3,69.7,MEDIUM
PROJ-2471,70.0,12.9,71.4,37.5,5,3,25.5,17,5,Mobile,8,3,,HIGH
PROJ-2472,88.2,24.2,70.9,52.4,10,3,51.5,14,3,Research,21,11,69.7,LOW
PROJ-2473,47.4,7.9,55.0,22.2,7,2,19.2,20,5,Research,9,2,26.1,HIGH
PROJ-2474,69.8,8.0,27.7,27.6,21,3,29.5,28,3,Mobile,29,8,19.8,HIGH
PROJ-2475,,10.9,37.7,46.2,7,5,33.5,10,5,Research,13,6,29.2,HIGH
PROJ-2476,,14.2,53.6,48.3,15,4,,39,4,AI,29,14,37.2,MEDIUM
PROJ-2477,74.6,10.5,29.0,0.0,22,7,28.5,12,5,Mobile,22,0,57.7,HIGH
PROJ-2478,89.1,15.4,72.3,50.0,3,1,69.6,38,5,AI,6,3,43.3,LOW
PROJ-2479,78.0,14.7,77.4,37.5,5,4,46.8,2,4,Mobile,8,3,53.0,MEDIUM
PROJ-2480,66.4,9.2,,18.8,13,4,52.3,13,4,Mobile,16,3,23.0,HIGH
PROJ-2481,78.1,12.9,65.6,38.5,8,4,8.2,27,6,IoT,13,5,23.6,HIGH
PROJ-2482,54.4,,58.9,40.0,3,4,42.8,16,4,IoT,5,2,46.4,MEDIUM
PROJ-2483,86.0,18.0,46.9,33.3,14,4,31.3,10,5,Mobile,21,7,14.4,HIGH
PROJ-2484,45.7,17.2,73.6,36.4,14,1,,68,1,Web,22,8,45.9,MEDIUM
PROJ-2485,71.2,18.4,73.1,100.0,0,1,58.0,53,6,Web,8,8,39.6,LOW
PROJ-2486,84.8,25.2,76.0,42.9,12,0,79.8,68,4,IoT,21,9,64.5,LOW
PROJ-2487,66.1,13.4,88.6,38.9,11,2,57.1,61,3,Research,18,7,1.6,MEDIUM
PROJ-2488,78.2,26.1,60.3,36.4,7,1,34.3,9,2,Mobile,11,4,34.4,MEDIUM
PROJ-2489,88.4,9.3,75.7,42.9,16,2,44.8,46,3,AI,28,12,74.3,MEDIUM
PROJ-2490,85.8,32.0,64.8,60.0,2,1,31.9,24,3,Research,5,3,73.8,LOW
PROJ-2491,87.4,16.1,77.7,60.0,2,1,59.8,77,6,Mobile,5,3,44.7,LOW
PROJ-2492,75.4,24.5,70.8,52.9,8,0,87.1,73,3,Web,17,9,61.8,LOW
PROJ-2493,74.8,12.1,55.5,20.0,4,3,69.7,15,3,IoT,5,1,25.5,MEDIUM
PROJ-2494,59.9,6.1,28.9,29.6,19,3,37.8,15,5,Mobile,27,8,5.2,HIGH
PROJ-2495,79.5,7.1,60.0,33.3,4,2,47.9,31,3,Mobile,6,2,32.6,MEDIUM
PROJ-2496,76.8,9.2,68.3,38.9,11,1,65.9,32,7,IoT,18,7,24.3,MEDIUM
PROJ-2497,77.9,4.6,40.4,42.9,4,3,54.7,14,5,Mobile,7,3,27.4,HIGH
PROJ-2498,75.8,7.8,46.6,3.7,26,3,4.1,5,7,Web,27,1,26.8,HIGH
PROJ-2499,62.8,4.1,36.5,38.5,16,5,22.9,30,7,Mobile,26,10,14.3,HIGH
PROJ-2500,61.2,14.8,80.8,30.8,9,1,32.6,10,3,AI,13,4,57.6,MEDIUM
PROJ-2501,80.1,12.9,90.9,75.0,4,1,70.5,45,4,Mobile,16,12,86.2,LOW
PROJ-2502,77.6,16.1,,76.9,6,1,66.1,62,3,Mobile,26,20,31.8,MEDIUM
PROJ-2503,93.3,23.7,77.2,50.0,3,2,75.8,51,5,Web,6,3,55.1,LOW
PROJ-2504,59.7,16.3,49.8,38.5,8,1,36.8,7,7,AI,13,5,55.1,HIGH
PROJ-2505,76.8,15.4,64.4,69.0,9,1,50.1,37,2,IoT,29,20,78.0,MEDIUM
PROJ-2506,74.3,25.6,68.4,57.1,6,0,86.4,1,2,Research,14,8,64.1,LOW
PROJ-2507,79.1,4.9,74.5,71.4,2,4,40.8,13,6,IoT,7,5,38.4,HIGH
PROJ-2508,93.4,18.7,90.4,75.0,2,2,56.2,40,7,Mobile,8,6,64.2,LOW
PROJ-2509,,8.2,54.9,52.0,12,1,64.2,39,3,Web,25,13,83.2,MEDIUM
PROJ-2510,100.0,13.8,56.4,44.4,15,0,14.8,40,6,Mobile,27,12,24.8,MEDIUM
PROJ-2511,64.0,19.0,92.1,15.4,11,3,48.7,51,4,IoT,13,2,49.3,MEDIUM
PROJ-2512,89.1,7.9,32.3,16.7,5,4,39.3,12,1,Web,6,1,15.8,HIGH
PROJ-2513,81.2,13.9,72.1,78.9,4,1,54.2,71,1,Mobile,19,15,49.5,LOW
PROJ-2514,47.9,20.4,66.0,50.0,6,1,50.1,1,1,AI,12,6,50.3,MEDIUM
PROJ-2515,84.0,23.6,78.3,50.0,4,1,79.1,63,2,IoT,8,4,74.4,LOW
PROJ-2516,72.2,10.6,68.8,26.3,14,3,32.8,53,4,Mobile,19,5,31.9,MEDIUM
PROJ-2517,47.8,6.8,50.8,50.0,13,6,30.4,26,5,Web,26,13,15.1,HIGH
PROJ-2518,73.3,13.5,74.3,58.3,5,2,49.5,36,4,Research,12,7,50.9,MEDIUM
PROJ-2519,75.3,15.8,58.7,13.0,20,8,47.6,1,5,Web,23,3,6.1,HIGH
PROJ-2520,77.4,18.1,67.2,39.1,14,5,53.2,33,6,AI,23,9,52.2,MEDIUM
PROJ-2521,74.2,7.8,61.6,37.5,10,3,75.4,39,3,IoT,16,6,68.6,MEDIUM
PROJ-2522,83.7,14.3,50.5,16.7,15,5,28.0,47,2,AI,18,3,34.6,HIGH
PROJ-2523,61.3,11.5,61.0,31.8,15,8,51.2,46,5,Mobile,22,7,14.3,HIGH
PROJ-2524,84.7,21.0,51.3,62.5,3,3,54.9,34,6,Mobile,8,5,30.3,MEDIUM
PROJ-2525,50.7,6.2,32.7,21.4,11,4,35.0,9,7,Web,14,3,59.2,HIGH
PROJ-2526,66.8,7.5,62.1,50.0,6,3,62.1,56,5,Web,12,6,33.1,MEDIUM
PROJ-2527,71.1,5.5,17.2,45.8,13,1,6.0,19,1,Research,24,11,49.9,HIGH
PROJ-2528,88.3,15.3,69.2,54.2,11,0,,47,1,Research,24,13,57.6,LOW
